Age (years),Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
0-4 years,Persons,Hunter New England LHD,17/18,589.8,528.5,656.3
0-4 years,Persons,Hunter New England LHD,18/19,647,582.3,716.9
0-4 years,Persons,Hunter New England LHD,19/20,402,351.2,458.1
0-4 years,Persons,Hunter New England LHD,20/21,322.1,276.5,373.1
0-4 years,Persons,Northern NSW LHD,01/02,981.8,834.7,"1,147.40"
0-4 years,Persons,Northern NSW LHD,02/03,810.8,677.4,962.8
0-4 years,Persons,Northern NSW LHD,03/04,684,561.6,825.1
0-4 years,Persons,Northern NSW LHD,04/05,736.9,608.9,883.8
0-4 years,Persons,Northern NSW LHD,05/06,611.5,494.7,747.5
0-4 years,Persons,Northern NSW LHD,06/07,448.2,349.4,566.2
0-4 years,Persons,Northern NSW LHD,07/08,768.7,638.9,917.2
0-4 years,Persons,Northern NSW LHD,08/09,748.4,622,893
0-4 years,Persons,Northern NSW LHD,09/10,652.8,536.5,786.8
0-4 years,Persons,Northern NSW LHD,10/11,533.5,429,655.8
0-4 years,Persons,Northern NSW LHD,11/12,477.6,378.7,594.4
0-4 years,Persons,Northern NSW LHD,12/13,328.6,247.5,427.7
0-4 years,Persons,Northern NSW LHD,13/14,537.1,431.3,660.9
0-4 years,Persons,Northern NSW LHD,14/15,451.7,354.7,567
0-4 years,Persons,Northern NSW LHD,15/16,792.3,661.5,941.4
0-4 years,Persons,Northern NSW LHD,16/17,490,387.9,610.6
0-4 years,Persons,Northern NSW LHD,17/18,678.8,556.8,819.6
0-4 years,Persons,Northern NSW LHD,18/19,973.8,826.1,"1,140.30"
0-4 years,Persons,Northern NSW LHD,19/20,788,655.9,938.9
0-4 years,Persons,Northern NSW LHD,20/21,374.2,284.8,482.7
0-4 years,Persons,Mid North Coast LHD,01/02,740.9,589.3,919.7
0-4 years,Persons,Mid North Coast LHD,02/03,"1,006.20",827.7,"1,211.70"
0-4 years,Persons,Mid North Coast LHD,03/04,"1,473.30","1,255.20","1,718.50"
0-4 years,Persons,Mid North Coast LHD,04/05,831.1,668.3,"1,021.60"
0-4 years,Persons,Mid North Coast LHD,05/06,728.7,576,909.5
0-4 years,Persons,Mid North Coast LHD,06/07,672,526.8,845
0-4 years,Persons,Mid North Coast LHD,07/08,737.9,587.7,914.7
0-4 years,Persons,Mid North Coast LHD,08/09,902,737.7,"1,091.90"
0-4 years,Persons,Mid North Coast LHD,09/10,776.2,626.5,950.9
0-4 years,Persons,Mid North Coast LHD,10/11,545.5,421.9,694
0-4 years,Persons,Mid North Coast LHD,11/12,477.7,362.7,617.5
0-4 years,Persons,Mid North Coast LHD,12/13,424.1,316.8,556.2
0-4 years,Persons,Mid North Coast LHD,13/14,343.2,247.3,463.9
0-4 years,Persons,Mid North Coast LHD,14/15,403.8,298.7,533.8
0-4 years,Persons,Mid North Coast LHD,15/16,441.4,330.7,577.4
0-4 years,Persons,Mid North Coast LHD,16/17,533.6,410.1,682.8
0-4 years,Persons,Mid North Coast LHD,17/18,491.6,372.3,636.9
0-4 years,Persons,Mid North Coast LHD,18/19,595.3,463.2,753.3
0-4 years,Persons,Mid North Coast LHD,19/20,528.2,405,677.2
0-4 years,Persons,Mid North Coast LHD,20/21,383.7,279.9,513.4
0-4 years,Persons,Southern NSW LHD,01/02,615.6,478,780.4
0-4 years,Persons,Southern NSW LHD,02/03,596.7,461.5,759.2
0-4 years,Persons,Southern NSW LHD,03/04,570.8,438.6,730.3
0-4 years,Persons,Southern NSW LHD,04/05,545.8,416.5,702.6
0-4 years,Persons,Southern NSW LHD,05/06,491.2,369,641
0-4 years,Persons,Southern NSW LHD,06/07,332.8,234.3,458.8
0-4 years,Persons,Southern NSW LHD,07/08,431.7,319.4,570.7
0-4 years,Persons,Southern NSW LHD,08/09,439.9,327.5,578.4
0-4 years,Persons,Southern NSW LHD,09/10,481.3,364.5,623.6
0-4 years,Persons,Southern NSW LHD,10/11,635.7,500.8,795.6
0-4 years,Persons,Southern NSW LHD,11/12,533.6,411,681.4
0-4 years,Persons,Southern NSW LHD,12/13,365.8,265.8,491.1
0-4 years,Persons,Southern NSW LHD,13/14,434.6,324.6,570
0-4 years,Persons,Southern NSW LHD,14/15,278.9,192,391.7
0-4 years,Persons,Southern NSW LHD,15/16,502.2,382.3,647.8
0-4 years,Persons,Southern NSW LHD,16/17,521.7,399,670.1
0-4 years,Persons,Southern NSW LHD,17/18,703.4,559.5,873.2
0-4 years,Persons,Southern NSW LHD,18/19,754.6,605.2,929.7
0-4 years,Persons,Southern NSW LHD,19/20,392.4,287.3,523.4
0-4 years,Persons,Southern NSW LHD,20/21,351.4,252.2,476.8
0-4 years,Persons,Murrumbidgee LHD,01/02,616.1,503.9,745.8
0-4 years,Persons,Murrumbidgee LHD,02/03,592.7,481.7,721.6
0-4 years,Persons,Murrumbidgee LHD,03/04,692.7,570.9,832.8
0-4 years,Persons,Murrumbidgee LHD,04/05,462.2,362.9,580.2
0-4 years,Persons,Murrumbidgee LHD,05/06,535.8,427.9,662.5
0-4 years,Persons,Murrumbidgee LHD,06/07,334.8,250.8,438
0-4 years,Persons,Murrumbidgee LHD,07/08,541,432.7,668.1
0-4 years,Persons,Murrumbidgee LHD,08/09,587.7,474.9,719.2
0-4 years,Persons,Murrumbidgee LHD,09/10,436.1,340,551
0-4 years,Persons,Murrumbidgee LHD,10/11,566.9,456.5,696.1
0-4 years,Persons,Murrumbidgee LHD,11/12,578.6,467,708.8
0-4 years,Persons,Murrumbidgee LHD,12/13,446.4,349.3,562.2
0-4 years,Persons,Murrumbidgee LHD,13/14,374,285.4,481.4
0-4 years,Persons,Murrumbidgee LHD,14/15,530.3,423,656.5
0-4 years,Persons,Murrumbidgee LHD,15/16,627.3,509.8,763.7
0-4 years,Persons,Murrumbidgee LHD,16/17,580.4,467.3,712.6
0-4 years,Persons,Murrumbidgee LHD,17/18,561.7,449.9,692.9
0-4 years,Persons,Murrumbidgee LHD,18/19,611.3,494,748.1
0-4 years,Persons,Murrumbidgee LHD,19/20,520.2,412.5,647.4
0-4 years,Persons,Murrumbidgee LHD,20/21,433.7,335.4,551.8
0-4 years,Persons,Western NSW LHD,01/02,"1,113.70",971.7,"1,270.60"
0-4 years,Persons,Western NSW LHD,02/03,"1,234.90","1,083.60","1,401.50"
0-4 years,Persons,Western NSW LHD,03/04,"1,295.30","1,138.80","1,467.30"
0-4 years,Persons,Western NSW LHD,04/05,802.2,679,941.4
0-4 years,Persons,Western NSW LHD,05/06,831.1,704.2,974.2
0-4 years,Persons,Western NSW LHD,06/07,553.1,450.5,672.1
0-4 years,Persons,Western NSW LHD,07/08,664.8,553,792.7
0-4 years,Persons,Western NSW LHD,08/09,674.8,563.3,801.8
0-4 years,Persons,Western NSW LHD,09/10,602.9,499.1,722.1
0-4 years,Persons,Western NSW LHD,10/11,756.9,640.3,888.7
0-4 years,Persons,Western NSW LHD,11/12,734.5,619.4,864.7
0-4 years,Persons,Western NSW LHD,12/13,499.8,405.8,609.1
0-4 years,Persons,Western NSW LHD,13/14,435.7,348,538.8
0-4 years,Persons,Western NSW LHD,14/15,608.3,503.5,728.5
0-4 years,Persons,Western NSW LHD,15/16,658.3,549.2,782.7
0-4 years,Persons,Western NSW LHD,16/17,640.7,532.9,763.9
0-4 years,Persons,Western NSW LHD,17/18,639.4,531,763.5
0-4 years,Persons,Western NSW LHD,18/19,877.7,749.3,"1,021.90"
0-4 years,Persons,Western NSW LHD,19/20,627.7,519.6,751.7
0-4 years,Persons,Western NSW LHD,20/21,377.6,294.4,477.1
0-4 years,Persons,All LHDs,01/02,686.9,662.5,712
0-4 years,Persons,All LHDs,02/03,682.5,658.1,707.6
0-4 years,Persons,All LHDs,03/04,755.3,729.6,781.7
0-4 years,Persons,All LHDs,04/05,590.6,567.8,614.1
0-4 years,Persons,All LHDs,05/06,493.3,472.5,514.7
0-4 years,Persons,All LHDs,06/07,477.8,457.5,498.8
0-4 years,Persons,All LHDs,07/08,566.4,544.6,588.8
0-4 years,Persons,All LHDs,08/09,516.1,495.5,537.2
0-4 years,Persons,All LHDs,09/10,555.7,534.6,577.5
0-4 years,Persons,All LHDs,10/11,524.9,504.4,545.9
0-4 years,Persons,All LHDs,11/12,510.3,490.2,531
0-4 years,Persons,All LHDs,12/13,444.8,426.2,463.9
0-4 years,Persons,All LHDs,13/14,458.4,439.6,477.7
0-4 years,Persons,All LHDs,14/15,524.7,504.7,545.3
0-4 years,Persons,All LHDs,15/16,572.2,551.4,593.6
0-4 years,Persons,All LHDs,16/17,529,509.1,549.5
0-4 years,Persons,All LHDs,17/18,659.1,636.8,682
0-4 years,Persons,All LHDs,18/19,695.9,673,719.5
0-4 years,Persons,All LHDs,19/20,587.1,566,608.8
0-4 years,Persons,All LHDs,20/21,397.2,379.7,415.2
65+ years,Males,Sydney LHD,01/02,"1,614.10","1,454.10","1,786.70"
65+ years,Males,Sydney LHD,02/03,"1,703.00","1,533.30","1,886.00"
65+ years,Males,Sydney LHD,03/04,"1,802.50","1,619.80","1,999.70"
65+ years,Males,Sydney LHD,04/05,"1,959.90","1,772.10","2,161.50"
65+ years,Males,Sydney LHD,05/06,"1,398.80","1,252.60","1,557.10"
65+ years,Males,Sydney LHD,06/07,"1,535.60","1,388.90","1,693.50"
65+ years,Males,Sydney LHD,07/08,"1,541.40","1,397.00","1,696.60"
65+ years,Males,Sydney LHD,08/09,"1,253.00","1,125.30","1,391.10"
65+ years,Males,Sydney LHD,09/10,"1,183.10","1,060.90","1,315.50"
65+ years,Males,Sydney LHD,10/11,"1,306.70","1,179.60","1,443.60"
65+ years,Males,Sydney LHD,11/12,"1,499.40","1,365.60","1,642.80"
65+ years,Males,Sydney LHD,12/13,"1,432.70","1,303.90","1,570.60"
65+ years,Males,Sydney LHD,13/14,"1,264.80","1,146.20","1,392.40"
65+ years,Males,Sydney LHD,14/15,"1,671.40","1,536.50","1,815.00"
65+ years,Males,Sydney LHD,15/16,"1,616.10","1,485.70","1,754.80"
65+ years,Males,Sydney LHD,16/17,"2,070.30","1,924.70","2,223.90"
65+ years,Males,Sydney LHD,17/18,"2,182.80","2,035.60","2,337.90"
65+ years,Males,Sydney LHD,18/19,"1,788.80","1,658.80","1,926.30"
65+ years,Males,Sydney LHD,19/20,"1,929.50","1,797.30","2,068.90"
65+ years,Males,Sydney LHD,20/21,"1,084.00",987.6,"1,187.20"
65+ years,Males,South Western Sydney LHD,01/02,"1,453.10","1,312.40","1,604.30"
65+ years,Males,South Western Sydney LHD,02/03,"1,324.50","1,193.50","1,465.60"
65+ years,Males,South Western Sydney LHD,03/04,"1,418.80","1,286.90","1,560.30"
65+ years,Males,South Western Sydney LHD,04/05,"1,300.40","1,177.40","1,432.50"
65+ years,Males,South Western Sydney LHD,05/06,"1,122.00","1,010.70","1,242.10"
65+ years,Males,South Western Sydney LHD,06/07,"1,222.50","1,106.30","1,347.30"
65+ years,Males,South Western Sydney LHD,07/08,"1,322.10","1,205.90","1,446.50"
65+ years,Males,South Western Sydney LHD,08/09,"1,297.80","1,184.90","1,418.50"
65+ years,Males,South Western Sydney LHD,09/10,"1,039.00",940.5,"1,144.90"
65+ years,Males,South Western Sydney LHD,10/11,"1,277.00","1,170.70","1,390.20"
65+ years,Males,South Western Sydney LHD,11/12,"1,447.70","1,336.90","1,565.10"
65+ years,Males,South Western Sydney LHD,12/13,"1,326.60","1,222.20","1,437.50"
65+ years,Males,South Western Sydney LHD,13/14,"1,155.70","1,060.70","1,256.90"
65+ years,Males,South Western Sydney LHD,14/15,"1,507.70","1,401.10","1,620.30"
65+ years,Males,South Western Sydney LHD,15/16,"1,522.30","1,417.20","1,633.10"
65+ years,Males,South Western Sydney LHD,16/17,"1,763.20","1,652.40","1,879.50"
65+ years,Males,South Western Sydney LHD,17/18,"1,930.40","1,816.90","2,049.00"
65+ years,Males,South Western Sydney LHD,18/19,"1,727.10","1,622.10","1,837.10"
65+ years,Males,South Western Sydney LHD,19/20,"1,627.00","1,527.00","1,731.70"
65+ years,Males,South Western Sydney LHD,20/21,"1,078.30",999.2,"1,162.00"
65+ years,Males,South Eastern Sydney LHD,01/02,"1,334.10","1,225.00","1,450.10"
65+ years,Males,South Eastern Sydney LHD,02/03,"1,271.80","1,166.90","1,383.60"
65+ years,Males,South Eastern Sydney LHD,03/04,"1,372.60","1,264.30","1,487.50"
65+ years,Males,South Eastern Sydney LHD,04/05,"1,283.80","1,180.60","1,393.70"
65+ years,Males,South Eastern Sydney LHD,05/06,"1,193.00","1,094.30","1,298.20"
65+ years,Males,South Eastern Sydney LHD,06/07,"1,268.20","1,168.00","1,374.80"
65+ years,Males,South Eastern Sydney LHD,07/08,"1,348.20","1,245.80","1,456.70"
65+ years,Males,South Eastern Sydney LHD,08/09,"1,216.40","1,120.60","1,318.20"
65+ years,Males,South Eastern Sydney LHD,09/10,"1,247.70","1,151.80","1,349.60"
65+ years,Males,South Eastern Sydney LHD,10/11,"1,236.40","1,142.40","1,336.10"
65+ years,Males,South Eastern Sydney LHD,11/12,"1,509.20","1,405.90","1,618.10"
65+ years,Males,South Eastern Sydney LHD,12/13,"1,426.20","1,327.00","1,530.90"
65+ years,Males,South Eastern Sydney LHD,13/14,"1,243.50","1,152.20","1,340.20"
65+ years,Males,South Eastern Sydney LHD,14/15,"1,572.20","1,470.40","1,679.00"
65+ years,Males,South Eastern Sydney LHD,15/16,"1,485.60","1,388.60","1,587.50"
65+ years,Males,South Eastern Sydney LHD,16/17,"1,608.70","1,509.30","1,712.90"
65+ years,Males,South Eastern Sydney LHD,17/18,"1,945.40","1,837.20","2,058.30"
65+ years,Males,South Eastern Sydney LHD,18/19,"1,706.00","1,606.00","1,810.50"
65+ years,Males,South Eastern Sydney LHD,19/20,"1,693.80","1,595.80","1,796.20"
65+ years,Males,South Eastern Sydney LHD,20/21,941,869.6,"1,016.70"
65+ years,Males,Illawarra Shoalhaven LHD,01/02,"1,278.70","1,129.10","1,442.40"
65+ years,Males,Illawarra Shoalhaven LHD,02/03,"1,226.70","1,084.00","1,382.90"
65+ years,Males,Illawarra Shoalhaven LHD,03/04,991.7,865.1,"1,131.30"
65+ years,Males,Illawarra Shoalhaven LHD,04/05,"1,190.90","1,053.20","1,341.30"
65+ years,Males,Illawarra Shoalhaven LHD,05/06,"1,156.20","1,022.50","1,302.30"
65+ years,Males,Illawarra Shoalhaven LHD,06/07,"1,199.20","1,066.80","1,343.40"
65+ years,Males,Illawarra Shoalhaven LHD,07/08,"1,197.70","1,067.70","1,338.90"
65+ years,Males,Illawarra Shoalhaven LHD,08/09,"1,369.50","1,232.80","1,517.00"
65+ years,Males,Illawarra Shoalhaven LHD,09/10,"1,363.00","1,229.70","1,506.70"
65+ years,Males,Illawarra Shoalhaven LHD,10/11,"1,308.40","1,182.00","1,444.60"
65+ years,Males,Illawarra Shoalhaven LHD,11/12,"1,436.20","1,305.80","1,575.90"
65+ years,Males,Illawarra Shoalhaven LHD,12/13,"1,700.00","1,559.80","1,849.40"
65+ years,Males,Illawarra Shoalhaven LHD,13/14,"1,819.70","1,677.00","1,971.20"
65+ years,Males,Illawarra Shoalhaven LHD,14/15,"1,792.00","1,652.20","1,940.40"
65+ years,Males,Illawarra Shoalhaven LHD,15/16,"1,537.40","1,409.50","1,673.70"
65+ years,Males,Illawarra Shoalhaven LHD,16/17,"1,743.10","1,608.60","1,885.80"
65+ years,Males,Illawarra Shoalhaven LHD,17/18,"2,202.60","2,053.80","2,359.30"
65+ years,Males,Illawarra Shoalhaven LHD,18/19,"1,887.60","1,752.00","2,031.00"
65+ years,Males,Illawarra Shoalhaven LHD,19/20,"1,915.30","1,780.60","2,057.40"
65+ years,Males,Illawarra Shoalhaven LHD,20/21,"1,277.30","1,169.50","1,392.30"
65+ years,Males,Western Sydney LHD,01/02,"1,344.10","1,200.30","1,500.10"
65+ years,Males,Western Sydney LHD,02/03,"1,324.10","1,184.80","1,475.00"
65+ years,Males,Western Sydney LHD,03/04,"1,281.90","1,145.60","1,429.70"
65+ years,Males,Western Sydney LHD,04/05,"1,292.50","1,157.40","1,438.70"
65+ years,Males,Western Sydney LHD,05/06,"1,300.80","1,166.50","1,446.00"
65+ years,Males,Western Sydney LHD,06/07,"1,312.90","1,182.10","1,453.90"
65+ years,Males,Western Sydney LHD,07/08,"1,440.90","1,307.10","1,584.40"
65+ years,Males,Western Sydney LHD,08/09,"1,462.60","1,330.10","1,604.50"
65+ years,Males,Western Sydney LHD,09/10,"1,443.40","1,315.30","1,580.40"
65+ years,Males,Western Sydney LHD,10/11,"1,477.70","1,350.90","1,613.00"
65+ years,Males,Western Sydney LHD,11/12,"1,669.60","1,537.50","1,809.80"
65+ years,Males,Western Sydney LHD,12/13,"1,508.00","1,386.00","1,637.70"
65+ years,Males,Western Sydney LHD,13/14,"1,529.70","1,409.60","1,657.10"
65+ years,Males,Western Sydney LHD,14/15,"1,640.90","1,518.70","1,770.20"
65+ years,Males,Western Sydney LHD,15/16,"1,470.40","1,357.40","1,590.20"
65+ years,Males,Western Sydney LHD,16/17,"1,668.60","1,550.50","1,793.30"
65+ years,Males,Western Sydney LHD,17/18,"1,935.10","1,810.80","2,065.60"
65+ years,Males,Western Sydney LHD,18/19,"1,642.40","1,531.30","1,759.30"
65+ years,Males,Western Sydney LHD,19/20,"1,592.80","1,485.90","1,705.20"
65+ years,Males,Western Sydney LHD,20/21,"1,054.40",970.7,"1,143.20"
65+ years,Males,Nepean Blue Mountains LHD,01/02,"1,779.40","1,541.30","2,043.30"
65+ years,Males,Nepean Blue Mountains LHD,02/03,"1,426.20","1,227.00","1,648.10"
65+ years,Males,Nepean Blue Mountains LHD,03/04,"1,438.60","1,240.40","1,659.20"
65+ years,Males,Nepean Blue Mountains LHD,04/05,"1,527.80","1,319.40","1,759.30"
65+ years,Males,Nepean Blue Mountains LHD,05/06,"1,417.40","1,211.80","1,646.90"
65+ years,Males,Nepean Blue Mountains LHD,06/07,"1,332.70","1,139.10","1,549.30"
